Name	CommonName	TaxID	Count	Rank	Group	Phylum	Class	Order	Family	Genus
Rattus norvegicus	Norway Rat	10116	11	species	Mammals	Chordata	Mammalia	Rodentia	Muridae	Rattus
Bos taurus	Cattle	9913	48	species	Mammals	Chordata	Mammalia	Artiodactyla	Bovidae	Bos
Erinaceus europaeus	European hedgehog	9365	10	species	Mammals	Chordata	Mammalia	Eulipotyphla	Erinaceidae	Erinaceus
Cervus elaphus	Red Deer	9860	400	species	Mammals	Chordata	Mammalia	Artiodactyla	Cervidae	Cervus
Sus scrofa	Pig	9823	8	species	Mammals	Chordata	Mammalia	Artiodactyla	Suidae	Sus
Trichosurus vulpecula	Common brushtail possum	9337	123	species	Mammals	Chordata	Mammalia	Diprotodontia	Phalangeridae	Trichosurus
Mus musculus	House mouse	10090	5	species	Mammals	Chordata	Mammalia	Rodentia	Muridae	Mus
Ovis aries	Sheep	9940	2552	species	Mammals	Chordata	Mammalia	Artiodactyla	Bovidae	Ovis
Cervus elaphus	Red Deer	9860	72	species	Mammals	Chordata	Mammalia	Artiodactyla	Cervidae	Cervus
Bos taurus	Cattle	9913	597	species	Mammals	Chordata	Mammalia	Artiodactyla	Bovidae	Bos
Trichosurus vulpecula	Common brushtail possum	9337	51	species	Mammals	Chordata	Mammalia	Diprotodontia	Phalangeridae	Trichosurus
Trichosurus vulpecula	Common brushtail possum	9337	23	species	Mammals	Chordata	Mammalia	Diprotodontia	Phalangeridae	Trichosurus
Sus scrofa	Pig	9823	78	species	Mammals	Chordata	Mammalia	Artiodactyla	Suidae	Sus
Rattus norvegicus	Norway Rat	10116	43	species	Mammals	Chordata	Mammalia	Rodentia	Muridae	Rattus
Sus	Pig	9822	55	genus	Mammals	Chordata	Mammalia	Artiodactyla	Suidae	Sus
Dama dama	Fallow deer	30532	94	species	Mammals	Chordata	Mammalia	Artiodactyla	Cervidae	Dama
Cervus elaphus	Red Deer	9860	614	species	Mammals	Chordata	Mammalia	Artiodactyla	Cervidae	Cervus
Trichosurus vulpecula	Common brushtail possum	9337	796	species	Mammals	Chordata	Mammalia	Diprotodontia	Phalangeridae	Trichosurus
Rattus norvegicus	Norway Rat	10116	2139	species	Mammals	Chordata	Mammalia	Rodentia	Muridae	Rattus
Ovis aries	Sheep	9940	955	species	Mammals	Chordata	Mammalia	Artiodactyla	Bovidae	Ovis
Rattus rattus	Black Rat	10117	261	species	Mammals	Chordata	Mammalia	Rodentia	Muridae	Rattus
Bos taurus	Cattle	9913	58	species	Mammals	Chordata	Mammalia	Artiodactyla	Bovidae	Bos
Rattus norvegicus	Norway Rat	10116	33	species	Mammals	Chordata	Mammalia	Rodentia	Muridae	Rattus
Ovis aries	Sheep	9940	6	species	Mammals	Chordata	Mammalia	Artiodactyla	Bovidae	Ovis
Bos taurus	Cattle	9913	413	species	Mammals	Chordata	Mammalia	Artiodactyla	Bovidae	Bos
Ovis aries	Sheep	9940	76	species	Mammals	Chordata	Mammalia	Artiodactyla	Bovidae	Ovis
Bos taurus	Cattle	9913	89	species	Mammals	Chordata	Mammalia	Artiodactyla	Bovidae	Bos
Felis catus	Cat	9685	15	species	Mammals	Chordata	Mammalia	Carnivora	Felidae	Felis
Bos taurus	Cattle	9913	54	species	Mammals	Chordata	Mammalia	Artiodactyla	Bovidae	Bos
Bos taurus	Cattle	9913	153	species	Mammals	Chordata	Mammalia	Artiodactyla	Bovidae	Bos
Rattus rattus	Black Rat	10117	18	species	Mammals	Chordata	Mammalia	Rodentia	Muridae	Rattus
Trichosurus vulpecula	Common brushtail possum	9337	108	species	Mammals	Chordata	Mammalia	Diprotodontia	Phalangeridae	Trichosurus
Sus scrofa	Pig	9823	292	species	Mammals	Chordata	Mammalia	Artiodactyla	Suidae	Sus
Trichosurus vulpecula	Common brushtail possum	9337	48	species	Mammals	Chordata	Mammalia	Diprotodontia	Phalangeridae	Trichosurus
Ovis aries	Sheep	9940	75	species	Mammals	Chordata	Mammalia	Artiodactyla	Bovidae	Ovis
Lepus europaeus	Brown hare	9983	104	species	Mammals	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus
Cervus elaphus	Red Deer	9860	83	species	Mammals	Chordata	Mammalia	Artiodactyla	Cervidae	Cervus
Rattus	Rat	10114	33	genus	Mammals	Chordata	Mammalia	Rodentia	Muridae	Rattus
Bos taurus	Cattle	9913	115	species	Mammals	Chordata	Mammalia	Artiodactyla	Bovidae	Bos
Mustela erminea	Stoat	36723	333	species	Mammals	Chordata	Mammalia	Carnivora	Mustelidae	Mustela
Ovis aries	Sheep	9940	88	species	Mammals	Chordata	Mammalia	Artiodactyla	Bovidae	Ovis
Capra hircus	Goat	9925	50	species	Mammals	Chordata	Mammalia	Artiodactyla	Bovidae	Capra
Potamopyrgus antipodarum	Mud Snail	145637	62	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Cornu aspersum	Garden snail	6535	10	species	Molluscs	Mollusca	Gastropoda	Stylommatophora	Helicidae	Cornu
Potamopyrgus	Mud snails	145636	150	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	69	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	14	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	620	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Deroceras reticulatum	Grey field slug; Grey garden slug	145610	9	species	Molluscs	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	Deroceras
Potamopyrgus	Mud snails	145636	5	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	407	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	11	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	265	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Cornu aspersum	Garden snail	6535	6	species	Molluscs	Mollusca	Gastropoda	Stylommatophora	Helicidae	Cornu
Physella acuta	Left handed sinistral snail	109671	303	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Gyraulus	Freshwater snail	65076	14	genus	Molluscs	Mollusca	Gastropoda	NA	Planorbidae	Gyraulus
Potamopyrgus	Mud snails	145636	9	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus estuarinus	Mud Snail	268618	19	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	452	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	360	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	55	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	146	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	303	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	29	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	14	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella	Freshwater Snail	175859	43	genus	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Physella acuta	Left handed sinistral snail	109671	572	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Physella acuta	Left handed sinistral snail	109671	211	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	427	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	6	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Echyridella menziesii	Freshwater mussel	981778	6227	species	Molluscs	Mollusca	Bivalvia	Unionida	Hyriidae	Echyridella
Echyridella menziesii	Freshwater mussel	981778	1941	species	Molluscs	Mollusca	Bivalvia	Unionida	Hyriidae	Echyridella
Echyridella menziesii	Freshwater mussel	981778	11926	species	Molluscs	Mollusca	Bivalvia	Unionida	Hyriidae	Echyridella
Physella acuta	Left handed sinistral snail	109671	13	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	224	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	85	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	2518	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella	Freshwater Snail	175859	51	genus	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus antipodarum	Mud Snail	145637	31	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Cornu aspersum	Garden snail	6535	52	species	Molluscs	Mollusca	Gastropoda	Stylommatophora	Helicidae	Cornu
Physella acuta	Left handed sinistral snail	109671	161	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	210	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	54	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	219	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	176	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	304	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	73	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	1153	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
"Pettancylus sp. 'Queensland, Australia'"	Freshwater limpet	419065	7	species	Molluscs	Mollusca	Gastropoda	NA	Ancylidae	Pettancylus
Deroceras reticulatum	Grey field slug; Grey garden slug	145610	5	species	Molluscs	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	Deroceras
Potamopyrgus antipodarum	Mud Snail	145637	5	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella	Freshwater Snail	175859	14	genus	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Physella acuta	Left handed sinistral snail	109671	55	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Austrolittorina	Periwinkle	196957	10	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Littorinidae	Austrolittorina
Potamopyrgus antipodarum	Mud Snail	145637	74	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	50	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	9	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Gyraulus corinna	NZ freshwater snail	10000037	48	species	Molluscs	Mollusca	Gastropoda	NA	Planorbidae	Gyraulus
Deroceras		145609	9	genus	Molluscs	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	Deroceras
Potamopyrgus estuarinus	Mud Snail	268618	117	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	53	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	16	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Glyptophysa sp. NZla2		459213	6	species	Molluscs	Mollusca	Gastropoda	NA	Planorbidae	Glyptophysa
Cornu aspersum	Garden snail	6535	34	species	Molluscs	Mollusca	Gastropoda	Stylommatophora	Helicidae	Cornu
Physella acuta	Left handed sinistral snail	109671	83	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus estuarinus	Mud Snail	268618	756	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	60	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Physella	Freshwater Snail	175859	894	genus	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Oxychilus draparnaudi	Draparnaud's glass snail	254840	6	species	Molluscs	Mollusca	Gastropoda	Stylommatophora	Oxychilidae	Oxychilus
Potamopyrgus antipodarum	Mud Snail	145637	18	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	28	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	5	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella	Freshwater Snail	175859	9	genus	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Physella acuta	Left handed sinistral snail	109671	159	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	15	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	141	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	2607	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Austrolittorina antipodum	Banded periwinkle	196963	11	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Littorinidae	Austrolittorina
Potamopyrgus antipodarum	Mud Snail	145637	78	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	70	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella	Freshwater Snail	175859	76	genus	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Lunella smaragdus	Cats eye snail	405983	6	species	Molluscs	Mollusca	Gastropoda	Trochida	Turbinidae	Lunella
Potamopyrgus	Mud snails	145636	23	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Deroceras reticulatum	Grey field slug; Grey garden slug	145610	13	species	Molluscs	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	Deroceras
Potamopyrgus antipodarum	Mud Snail	145637	39	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	119	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	36	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	656	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	132	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Zemelanopsis trifasciata	Brackish snail	2483214	404	species	Molluscs	Mollusca	Gastropoda	NA	Melanopsidae	Zemelanopsis
Potamopyrgus antipodarum	Mud Snail	145637	1064	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Sphaerium novaezelandiae	NZ freshwater clam	192880	21	species	Molluscs	Mollusca	Bivalvia	Venerida	Sphaeriidae	Sphaerium
Pseudosuccinea columella		31228	36	species	Molluscs	Mollusca	Gastropoda	NA	Lymnaeidae	Pseudosuccinea
Potamopyrgus antipodarum	Mud Snail	145637	21	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	18	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Deroceras reticulatum	Grey field slug; Grey garden slug	145610	11	species	Molluscs	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	Deroceras
Potamopyrgus	Mud snails	145636	48	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Echyridella menziesii	Freshwater mussel	981778	471	species	Molluscs	Mollusca	Bivalvia	Unionida	Hyriidae	Echyridella
Latia	NZ freshwater limpet	264263	62	genus	Molluscs	Mollusca	Gastropoda	NA	Latiidae	Latia
Potamopyrgus antipodarum	Mud Snail	145637	5	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Arion		6542	13	genus	Molluscs	Mollusca	Gastropoda	Stylommatophora	Arionidae	Arion
Potamopyrgus antipodarum	Mud Snail	145637	10	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	395	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	14	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	888	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	119	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella	Freshwater Snail	175859	95	genus	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Milax		145607	12	genus	Molluscs	Mollusca	Gastropoda	Stylommatophora	Milacidae	Milax
Potamopyrgus estuarinus	Mud Snail	268618	24	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	64	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	19	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	38	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	59	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Gyraulus corinna	NZ freshwater snail	10000037	93	species	Molluscs	Mollusca	Gastropoda	NA	Planorbidae	Gyraulus
Potamopyrgus antipodarum	Mud Snail	145637	8	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella	Freshwater Snail	175859	5	genus	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Deroceras reticulatum	Grey field slug; Grey garden slug	145610	33	species	Molluscs	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	Deroceras
Echyridella menziesii	Freshwater mussel	981778	8400	species	Molluscs	Mollusca	Bivalvia	Unionida	Hyriidae	Echyridella
Gyraulus corinna	NZ freshwater snail	10000037	14	species	Molluscs	Mollusca	Gastropoda	NA	Planorbidae	Gyraulus
Potamopyrgus antipodarum	Mud Snail	145637	29	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Arion		6542	55	genus	Molluscs	Mollusca	Gastropoda	Stylommatophora	Arionidae	Arion
Potamopyrgus antipodarum	Mud Snail	145637	54	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	184	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	74	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Sphaerium novaezelandiae	NZ freshwater clam	192880	24	species	Molluscs	Mollusca	Bivalvia	Venerida	Sphaeriidae	Sphaerium
Austropeplea		55681	5	genus	Molluscs	Mollusca	Gastropoda	NA	Lymnaeidae	Austropeplea
Potamopyrgus	Mud snails	145636	173	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	330	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	31	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Echyridella menziesii	Freshwater mussel	981778	202	species	Molluscs	Mollusca	Bivalvia	Unionida	Hyriidae	Echyridella
Potamopyrgus	Mud snails	145636	225	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus estuarinus	Mud Snail	268618	9	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Deroceras laeve	Marsh slug	147581	7	species	Molluscs	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	Deroceras
Potamopyrgus antipodarum	Mud Snail	145637	53	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	330	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	6	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Physella acuta	Left handed sinistral snail	109671	8	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	33	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Sororipyrgus kutukutu	Mollusc	284278	73	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Sororipyrgus
Echyridella menziesii	Freshwater mussel	981778	984	species	Molluscs	Mollusca	Bivalvia	Unionida	Hyriidae	Echyridella
Physella acuta	Left handed sinistral snail	109671	186	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus antipodarum	Mud Snail	145637	32	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	9	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Deroceras reticulatum	Grey field slug; Grey garden slug	145610	6	species	Molluscs	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	Deroceras
Glyptophysa sp. NZla2		459213	9	species	Molluscs	Mollusca	Gastropoda	NA	Planorbidae	Glyptophysa
Potamopyrgus	Mud snails	145636	27	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	14	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	58	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Sphaerium novaezelandiae	NZ freshwater clam	192880	123	species	Molluscs	Mollusca	Bivalvia	Venerida	Sphaeriidae	Sphaerium
Physella acuta	Left handed sinistral snail	109671	11	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Physella acuta	Left handed sinistral snail	109671	19	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	132	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella	Freshwater Snail	175859	35	genus	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus antipodarum	Mud Snail	145637	210	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	71	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	47	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	6	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	82	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Echyridella menziesii	Freshwater mussel	981778	9	species	Molluscs	Mollusca	Bivalvia	Unionida	Hyriidae	Echyridella
Physella acuta	Left handed sinistral snail	109671	1025	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	18	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	72	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Arion		6542	19	genus	Molluscs	Mollusca	Gastropoda	Stylommatophora	Arionidae	Arion
Physella acuta	Left handed sinistral snail	109671	276	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Physella acuta	Left handed sinistral snail	109671	273	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	432	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	22	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Deroceras reticulatum	Grey field slug; Grey garden slug	145610	27	species	Molluscs	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	Deroceras
Potamopyrgus antipodarum	Mud Snail	145637	50	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	17	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Physella acuta	Left handed sinistral snail	109671	6	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	93	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	24	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	634	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Physella acuta	Left handed sinistral snail	109671	778	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Deroceras reticulatum	Grey field slug; Grey garden slug	145610	91	species	Molluscs	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	Deroceras
Potamopyrgus antipodarum	Mud Snail	145637	60	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella	Freshwater Snail	175859	467	genus	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus antipodarum	Mud Snail	145637	14	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	308	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus antipodarum	Mud Snail	145637	229	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
