Name	CommonName	TaxID	Count	Rank	Group	Phylum	Class	Order	Family	Genus
Turdus	Thrush	9186	491	genus	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Phalacrocorax sulcirostris	Little Black Shag	9210	22	species	Birds	Chordata	Aves	Pelecaniformes	Phalacrocoracidae	Phalacrocorax
Passer domesticus	House sparrow	48849	26	species	Birds	Chordata	Aves	Passeriformes	Passeridae	Passer
Turdus philomelos	Song thrush	127946	40	species	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Fringilla coelebs	Common chaffinch	37598	27	species	Birds	Chordata	Aves	Passeriformes	Fringillidae	Fringilla
Anas chlorotis or gracilis	Brown or grey teal	10000052	1476	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Turdus	Thrush	9186	16	genus	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Hemiphaga novaeseelandiae	Kereru	262124	46	species	Birds	Chordata	Aves	Columbiformes	Columbidae	Hemiphaga
Tadorna variegata	Paradise Shelduck	107024	394	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Tadorna
Cygnus atratus	Black swan	8868	59	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Cygnus
Cygnus atratus	Black swan	8868	66	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Cygnus
Sturnus vulgaris	Common starling	9172	30	species	Birds	Chordata	Aves	Passeriformes	Sturnidae	Sturnus
Anas platyrhynchos	Mallard duck	8839	9655	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Turdus	Thrush	9186	283	genus	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Turdus	Thrush	9186	110	genus	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Anas platyrhynchos	Mallard duck	8839	223	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Anas platyrhynchos	Mallard duck	8839	684	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Hymenolaimus malacorhynchos	Whio; blue duck	337036	609	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Hymenolaimus
Phalacrocorax carbo	Black Shag	9209	19	species	Birds	Chordata	Aves	Pelecaniformes	Phalacrocoracidae	Phalacrocorax
Microcarbo melanoleucos	Little shag	146618	30	species	Birds	Chordata	Aves	Pelecaniformes	Phalacrocoracidae	Microcarbo
Passer domesticus	House sparrow	48849	36	species	Birds	Chordata	Aves	Passeriformes	Passeridae	Passer
Anas platyrhynchos	Mallard duck	8839	3280	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Anas platyrhynchos	Mallard duck	8839	525	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Tadorna variegata	Paradise Shelduck	107024	52	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Tadorna
Columba livia	Pigeon	8932	517	species	Birds	Chordata	Aves	Columbiformes	Columbidae	Columba
Anas platyrhynchos	Mallard duck	8839	165	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Anas platyrhynchos	Mallard duck	8839	692	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Phalacrocorax carbo	Black Shag	9209	19	species	Birds	Chordata	Aves	Pelecaniformes	Phalacrocoracidae	Phalacrocorax
Porphyrio melanotus	Pukeko	72013	181	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Haematopus unicolor	Variable oystercatcher	458153	9	species	Birds	Chordata	Aves	Charadriiformes	Haematopodidae	Haematopus
Phalacrocorax carbo	Black Shag	9209	81	species	Birds	Chordata	Aves	Pelecaniformes	Phalacrocoracidae	Phalacrocorax
Anas platyrhynchos	Mallard duck	8839	36	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Zosterops lateralis	Silvereye	43581	304	species	Birds	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops
Pavo cristatus	Indian peafowl; common peafowl; blue peafowl	9049	13	species	Birds	Chordata	Aves	Galliformes	Phasianidae	Pavo
Zosterops lateralis	Silvereye	43581	23	species	Birds	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops
Tadorna variegata	Paradise Shelduck	107024	89	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Tadorna
Anas platyrhynchos	Mallard duck	8839	1149	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Anas chlorotis or gracilis	Brown or grey teal	10000052	89	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Turdus	Thrush	9186	93	genus	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Larus	Seagull	8911	100	genus	Birds	Chordata	Aves	Charadriiformes	Laridae	Larus
Anas platyrhynchos	Mallard duck	8839	37	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Callipepla	Quails 	9008	6	genus	Birds	Chordata	Aves	Galliformes	Odontophoridae	Callipepla
Anas platyrhynchos	Mallard duck	8839	183	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Phalacrocorax carbo	Black Shag	9209	148	species	Birds	Chordata	Aves	Pelecaniformes	Phalacrocoracidae	Phalacrocorax
Turdus	Thrush	9186	31	genus	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Porphyrio melanotus	Pukeko	72013	377	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Porphyrio melanotus	Pukeko	72013	59	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Passer domesticus	House sparrow	48849	5	species	Birds	Chordata	Aves	Passeriformes	Passeridae	Passer
Hirundo neoxena	Welcome swallow	317132	80	species	Birds	Chordata	Aves	Passeriformes	Hirundinidae	Hirundo
Sturnus vulgaris	Common starling	9172	5	species	Birds	Chordata	Aves	Passeriformes	Sturnidae	Sturnus
Anas platyrhynchos	Mallard duck	8839	36	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Fringilla coelebs	Common chaffinch	37598	5	species	Birds	Chordata	Aves	Passeriformes	Fringillidae	Fringilla
Porphyrio melanotus	Pukeko	72013	7	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Porphyrio melanotus	Pukeko	72013	295	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Anas platyrhynchos	Mallard duck	8839	273	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Phasianus colchicus	Pheasant	9054	61	species	Birds	Chordata	Aves	Galliformes	Phasianidae	Phasianus
Turdus	Thrush	9186	26	genus	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Tadorna variegata	Paradise Shelduck	107024	656	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Tadorna
Turdus	Thrush	9186	11	genus	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Porphyrio melanotus	Pukeko	72013	169	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Porphyrio melanotus	Pukeko	72013	200	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Turdus	Thrush	9186	54	genus	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Porphyrio melanotus	Pukeko	72013	78	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Carduelis carduelis	Goldfinch	37600	92	species	Birds	Chordata	Aves	Passeriformes	Fringillidae	Carduelis
Aythya novaeseelandiae	New Zealand scaup; black teal	2497792	227	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Aythya
Microcarbo melanoleucos	Little shag	146618	30	species	Birds	Chordata	Aves	Pelecaniformes	Phalacrocoracidae	Microcarbo
Anas platyrhynchos	Mallard duck	8839	1549	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Anas platyrhynchos	Mallard duck	8839	272	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Passer	Sparrow	9159	7	genus	Birds	Chordata	Aves	Passeriformes	Passeridae	Passer
Fringilla coelebs	Common chaffinch	37598	67	species	Birds	Chordata	Aves	Passeriformes	Fringillidae	Fringilla
Passer domesticus	House sparrow	48849	19	species	Birds	Chordata	Aves	Passeriformes	Passeridae	Passer
Turdus	Thrush	9186	26	genus	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Cairina moschata	Muscovy duck	8855	266	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Cairina
Porphyrio melanotus	Pukeko	72013	53	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Hirundo neoxena	Welcome swallow	317132	22	species	Birds	Chordata	Aves	Passeriformes	Hirundinidae	Hirundo
Tadorna variegata	Paradise Shelduck	107024	50	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Tadorna
Fulica atra	Eurasian coot	9121	13	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Fulica
Tadorna variegata	Paradise Shelduck	107024	19	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Tadorna
Anas platyrhynchos	Mallard duck	8839	765	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Turdus	Thrush	9186	101	genus	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Anas platyrhynchos	Mallard duck	8839	590	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Anas chlorotis or gracilis	Brown or grey teal	10000052	667	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Tadorna	Shelduck	8888	68	genus	Birds	Chordata	Aves	Anseriformes	Anatidae	Tadorna
Zosterops lateralis	Silvereye	43581	78	species	Birds	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops
Cygnus atratus	Black swan	8868	13	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Cygnus
Turdus merula	Blackbird	9187	14	species	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Turdus	Thrush	9186	289	genus	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Larus	Seagull	8911	1029	genus	Birds	Chordata	Aves	Charadriiformes	Laridae	Larus
Sturnus vulgaris	Common starling	9172	65	species	Birds	Chordata	Aves	Passeriformes	Sturnidae	Sturnus
Anas rhynchotis	Australasian shoveler	45633	15	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Porphyrio melanotus	Pukeko	72013	5	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Todiramphus sanctus vagans	Sacred kingfisher	497867	99	subspecies	Birds	Chordata	Aves	Coraciiformes	Alcedinidae	Todiramphus
Acridotheres tristis	Myna	279927	6	species	Birds	Chordata	Aves	Passeriformes	Sturnidae	Acridotheres
Anas chlorotis or gracilis	Brown or grey teal	10000052	48	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Turdus	Thrush	9186	45	genus	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Tadorna variegata	Paradise Shelduck	107024	4830	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Tadorna
Columba livia	Pigeon	8932	370	species	Birds	Chordata	Aves	Columbiformes	Columbidae	Columba
Anser	Grey Geese	8842	130	genus	Birds	Chordata	Aves	Anseriformes	Anatidae	Anser
Fringilla coelebs	Common chaffinch	37598	18	species	Birds	Chordata	Aves	Passeriformes	Fringillidae	Fringilla
Rhipidura fuliginosa	Fantail	381039	377	species	Birds	Chordata	Aves	Passeriformes	Rhipiduridae	Rhipidura
Anas platyrhynchos	Mallard duck	8839	1349	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Porphyrio	Swamphens	54483	26	genus	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Anas platyrhynchos	Mallard duck	8839	1531	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Anas platyrhynchos	Mallard duck	8839	89	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Anas platyrhynchos	Mallard duck	8839	2519	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Anas platyrhynchos	Mallard duck	8839	60	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Anas platyrhynchos	Mallard duck	8839	7133	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Zosterops lateralis	Silvereye	43581	41	species	Birds	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops
Anas platyrhynchos	Mallard duck	8839	514	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Calidris canutus	Red knot	227173	32	species	Birds	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris
Anas platyrhynchos	Mallard duck	8839	632	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Turdus	Thrush	9186	167	genus	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Anas platyrhynchos	Mallard duck	8839	2623	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Turdus merula	Blackbird	9187	32	species	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Porphyrio melanotus	Pukeko	72013	73	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Anas platyrhynchos	Mallard duck	8839	3704	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Anas chlorotis or gracilis	Brown or grey teal	10000052	43	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Anser anser	Greylag goose	8843	53	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anser
Turdus philomelos	Song thrush	127946	39	species	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Zosterops lateralis	Silvereye	43581	5	species	Birds	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops
Porphyrio melanotus	Pukeko	72013	276	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Anas platyrhynchos	Mallard duck	8839	1401	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Zosterops lateralis	Silvereye	43581	9	species	Birds	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops
Fringilla coelebs	Common chaffinch	37598	34	species	Birds	Chordata	Aves	Passeriformes	Fringillidae	Fringilla
Porphyrio melanotus	Pukeko	72013	80	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Anas platyrhynchos	Mallard duck	8839	23	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Passer	Sparrow	9159	8	genus	Birds	Chordata	Aves	Passeriformes	Passeridae	Passer
Porphyrio melanotus	Pukeko	72013	537	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Sturnus vulgaris	Common starling	9172	9	species	Birds	Chordata	Aves	Passeriformes	Sturnidae	Sturnus
Anas platyrhynchos	Mallard duck	8839	320	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Cairina moschata	Muscovy duck	8855	38	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Cairina
Anas chlorotis or gracilis	Brown or grey teal	10000052	2279	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Turdus merula	Blackbird	9187	115	species	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Turdus	Thrush	9186	271	genus	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Cygnus atratus	Black swan	8868	102	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Cygnus
Phalacrocorax	Cormorants	9207	63	genus	Birds	Chordata	Aves	Pelecaniformes	Phalacrocoracidae	Phalacrocorax
Tadorna variegata	Paradise Shelduck	107024	55	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Tadorna
Anas platyrhynchos	Mallard duck	8839	58	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Anser	Grey Geese	8842	18	genus	Birds	Chordata	Aves	Anseriformes	Anatidae	Anser
Porphyrio melanotus	Pukeko	72013	82	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Porphyrio melanotus	Pukeko	72013	215	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Turdus philomelos	Song thrush	127946	63	species	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Turdus philomelos	Song thrush	127946	7	species	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Hemiphaga novaeseelandiae	Kereru	262124	82	species	Birds	Chordata	Aves	Columbiformes	Columbidae	Hemiphaga
Todiramphus sanctus vagans	Sacred kingfisher	497867	212	subspecies	Birds	Chordata	Aves	Coraciiformes	Alcedinidae	Todiramphus
Larus	Seagull	8911	181	genus	Birds	Chordata	Aves	Charadriiformes	Laridae	Larus
Turdus philomelos	Song thrush	127946	28	species	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Microcarbo melanoleucos	Little shag	146618	54	species	Birds	Chordata	Aves	Pelecaniformes	Phalacrocoracidae	Microcarbo
Anas platyrhynchos	Mallard duck	8839	59	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Zosterops lateralis	Silvereye	43581	25	species	Birds	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops
Turdus merula	Blackbird	9187	37	species	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Anas platyrhynchos	Mallard duck	8839	588	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Sturnus vulgaris	Common starling	9172	25	species	Birds	Chordata	Aves	Passeriformes	Sturnidae	Sturnus
Cygnus atratus	Black swan	8868	983	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Cygnus
Turdus	Thrush	9186	123	genus	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Anser anser	Greylag goose	8843	85	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anser
Fringilla coelebs	Common chaffinch	37598	86	species	Birds	Chordata	Aves	Passeriformes	Fringillidae	Fringilla
Turdus	Thrush	9186	53	genus	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Anas platyrhynchos	Mallard duck	8839	3162	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Passer domesticus	House sparrow	48849	708	species	Birds	Chordata	Aves	Passeriformes	Passeridae	Passer
Porphyrio	Swamphens	54483	31	genus	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Columba livia	Pigeon	8932	44	species	Birds	Chordata	Aves	Columbiformes	Columbidae	Columba
Porphyrio melanotus	Pukeko	72013	31	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Branta canadensis	Canada goose	8853	237	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Branta
Gallirallus australis	Weka	9125	31	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Gallirallus
Turdus merula	Blackbird	9187	1525	species	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Turdus merula	Blackbird	9187	43	species	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Anas platyrhynchos	Mallard duck	8839	459	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Tadorna variegata	Paradise Shelduck	107024	154	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Tadorna
Sturnus vulgaris	Common starling	9172	152	species	Birds	Chordata	Aves	Passeriformes	Sturnidae	Sturnus
Anas platyrhynchos	Mallard duck	8839	1062	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Turdus merula	Blackbird	9187	27	species	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Porphyrio melanotus	Pukeko	72013	44	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Branta canadensis	Canada goose	8853	28	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Branta
Anas platyrhynchos	Mallard duck	8839	1941	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Anas platyrhynchos	Mallard duck	8839	280	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Anser	Grey Geese	8842	22	genus	Birds	Chordata	Aves	Anseriformes	Anatidae	Anser
Fulica atra	Eurasian coot	9121	379	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Fulica
Porphyrio melanotus	Pukeko	72013	5	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Turdus	Thrush	9186	138	genus	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Fringilla coelebs	Common chaffinch	37598	10	species	Birds	Chordata	Aves	Passeriformes	Fringillidae	Fringilla
Anas platyrhynchos	Mallard duck	8839	28	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Passer domesticus	House sparrow	48849	5	species	Birds	Chordata	Aves	Passeriformes	Passeridae	Passer
Tadorna variegata	Paradise Shelduck	107024	50	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Tadorna
Anas	Dabbling ducks	8835	68	genus	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Turdus philomelos	Song thrush	127946	7	species	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Anas platyrhynchos	Mallard duck	8839	414	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Passer domesticus	House sparrow	48849	26	species	Birds	Chordata	Aves	Passeriformes	Passeridae	Passer
Porphyrio melanotus	Pukeko	72013	171	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Turdus merula	Blackbird	9187	41	species	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Anas platyrhynchos	Mallard duck	8839	912	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Anas rhynchotis	Australasian shoveler	45633	407	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Porphyrio melanotus	Pukeko	72013	45	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Microcarbo melanoleucos	Little shag	146618	22	species	Birds	Chordata	Aves	Pelecaniformes	Phalacrocoracidae	Microcarbo
Gallirallus australis	Weka	9125	25	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Gallirallus
Zosterops lateralis	Silvereye	43581	161	species	Birds	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops
Branta canadensis	Canada goose	8853	2771	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Branta
Anas platyrhynchos	Mallard duck	8839	43	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Porphyrio melanotus	Pukeko	72013	5	species	Birds	Chordata	Aves	Gruiformes	Rallidae	Porphyrio
Anas platyrhynchos	Mallard duck	8839	312	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Anas platyrhynchos	Mallard duck	8839	25	species	Birds	Chordata	Aves	Anseriformes	Anatidae	Anas
Sturnus vulgaris	Common starling	9172	22	species	Birds	Chordata	Aves	Passeriformes	Sturnidae	Sturnus
Turdus merula	Blackbird	9187	5	species	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Prosthemadera novaeseelandiae	Tui	266374	1421	species	Birds	Chordata	Aves	Passeriformes	Meliphagidae	Prosthemadera
Turdus	Thrush	9186	332	genus	Birds	Chordata	Aves	Passeriformes	Turdidae	Turdus
Gymnorhina tibicen	Magpie	9132	29	species	Birds	Chordata	Aves	Passeriformes	Artamidae	Gymnorhina
Gymnorhina tibicen	Magpie	9132	28	species	Birds	Chordata	Aves	Passeriformes	Artamidae	Gymnorhina
Gymnorhina tibicen	Magpie	9132	75	species	Birds	Chordata	Aves	Passeriformes	Artamidae	Gymnorhina
