"HID","UID","Name","CommonName","TaxID","Count","Rank","Group","Phylum","Class","Order","Family","Genus"
28016778,709553,"Potamopyrgus antipodarum","Mud Snail",145637,24,"species","Molluscs","Mollusca","Gastropoda","Littorinimorpha","Tateidae","Potamopyrgus"
16197035,401995,"Potamopyrgus","Mud snails",145636,743,"genus","Molluscs","Mollusca","Gastropoda","Littorinimorpha","Tateidae","Potamopyrgus"
5983839,508996,"Potamopyrgus","Mud snails",145636,189,"genus","Molluscs","Mollusca","Gastropoda","Littorinimorpha","Tateidae","Potamopyrgus"
52543775,538504,"Physella acuta","Left handed sinistral snail",109671,39,"species","Molluscs","Mollusca","Gastropoda",NA,"Physidae","Physella"
3553738,504960,"Echyridella","Kakahi; freshwater mussel",981777,10,"genus","Molluscs","Mollusca","Bivalvia","Unionida","Hyriidae","Echyridella"
36198402,537221,"Physella acuta","Left handed sinistral snail",109671,9,"species","Molluscs","Mollusca","Gastropoda",NA,"Physidae","Physella"
1473707,501325,"Potamopyrgus","Mud snails",145636,5,"genus","Molluscs","Mollusca","Gastropoda","Littorinimorpha","Tateidae","Potamopyrgus"
42558058,724542,"Potamopyrgus","Mud snails",145636,28,"genus","Molluscs","Mollusca","Gastropoda","Littorinimorpha","Tateidae","Potamopyrgus"
28247199,714736,"Potamopyrgus antipodarum","Mud Snail",145637,9,"species","Molluscs","Mollusca","Gastropoda","Littorinimorpha","Tateidae","Potamopyrgus"
52142501,726714,"Galba","",401861,5,"genus","Molluscs","Mollusca","Gastropoda",NA,"Lymnaeidae","Galba"
12174069,518905,"Potamopyrgus","Mud snails",145636,2117,"genus","Molluscs","Mollusca","Gastropoda","Littorinimorpha","Tateidae","Potamopyrgus"
4065474,507659,"Potamopyrgus antipodarum","Mud Snail",145637,9,"species","Molluscs","Mollusca","Gastropoda","Littorinimorpha","Tateidae","Potamopyrgus"
